Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"This would have been a 4 star but the inability to hide the ""com"" button while in a browser renders it nearly useless. Hit it all the time when trying to hit the space bar.
",1,83,"[-0.07582448291276407, 0.0011900210389920224]",8,0.00505107123250918,0.06404471795202443,0.01712530513691403,0.010724164655263197,0.21760969996593849,0.0048429092181054255,0.24549296731925016,0.005838958400228439,0.4280806300101701,0.0009168122705693626,0.00027276383902722306
"I'll lower my rating to 4 stars since the Jelly Bean bug resetting the keyboard to stock at each reboot has been around for long without being fixed.
",1,84,"[-0.2143797853937038, 0.16515979892694244]",1,0.08587593833246018,0.8987152268312057,0.005076416385107178,0.00048201648057916136,0.001480333308850618,0.0002873410622843029,0.0014477271505242296,0.00023364972634646867,0.006133014324010733,0.00022480584747448475,4.353055115683617e-05
"I the only reason I give it a 4 is because there is no swipe texting.
",1,85,"[0.03429604766428147, 0.029561006797347193]",4,0.0004865915461337556,0.0020835136014689774,0.006638344514957503,0.0005992889507530394,0.9751924441421721,0.004260118224719401,0.006453752215159161,0.000996865329117026,0.0028163434552952436,0.00038092040399096913,9.18176162327897e-05
"Would you be able to make an update with Vietnamese language though?
",1,86,"[0.10545517963002028, -0.30189816529534025]",7,0.0001838745597482635,0.00047042767965649004,0.0004683862517108912,0.010032625589305786,0.004216840578808406,0.003541102084235691,0.0069528545192988865,0.971867712599559,0.0016566826995033244,0.00023296005660785804,0.00037653338156544506
"Just hope they continue to make it more battery efficient...
",1,87,"[0.10785010382836163, 0.003498232154277432]",4,0.001098938118463004,0.003130188908483661,0.012136967397318274,0.002206578643384982,0.7705083911836706,0.1806612339003741,0.014805550574165249,0.007312726506434549,0.004757720460971359,0.002513366503515492,0.0008683378032186866
"1 - The keyboard reverts to the original Android Keyboard every time the USB storage becomes disconnected.
",1,88,"[-0.21370874054856223, 0.23240443416504672]",0,0.9564880868106672,0.03812812300175229,0.0027977040344557068,0.00014784566702929578,0.00048542902128663804,0.00012474444409520206,0.00039719987872600075,8.420528098856016e-05,0.0011871616355211849,0.00013707814690626924,2.2422078571394287e-05
"Every time I hook up to the computer or shut down the phone and restart, I have to re-enable it via the Android OS Settings.
",1,89,"[-0.13080474672050516, 0.02809210736069711]",8,0.006619185713679678,0.23115493844848845,0.01074552220206853,0.005265484743585134,0.028212047120250928,0.001676714362772812,0.04751590464729133,0.0020607912219647467,0.6661087847018831,0.000503658697000306,0.00013696814101495252
"Great in most circumstances, but when sending odometer readings via text for tracking purposes, there's no reason for it to track it.
",1,90,"[-0.08904028741793911, -0.19350035151041542]",3,0.00011613739127725341,0.0005149395347974296,0.0002240010405292065,0.8902735496479548,0.002742727358188102,0.00038053794388605706,0.08949288675982202,0.008214417759856277,0.007961144309861726,4.7377578533716285e-05,3.228067529324574e-05
"Numbers, for the most part, could probably be ignored or at least give us the option to ignore them.
",1,91,"[0.10394720967073054, -0.1267248797171387]",7,0.00138325197614468,0.0041872734796847295,0.006200268248457665,0.02067888473595735,0.2877729957773732,0.13155249658407445,0.0963626290430174,0.4342195650647905,0.013552018392299003,0.0021409854286435067,0.0019496312695575955
"I don't need it suggesting an odometer reading I'll never see again.
",1,92,"[-0.03277584963066501, -0.2065614422749603]",3,0.0004925374999040009,0.0019012877382333095,0.0011466251606827968,0.44598602521296227,0.019126683315139358,0.0032289616927304353,0.26277855189184707,0.24758802491100387,0.017233350668723682,0.0002882901142631083,0.00022966179451027735
"It would also be nice to be able to edit the remembered words and add or remove words, especially in multiples.
",1,93,"[0.13679551616750688, -0.1744301712153761]",7,0.0006926855306422164,0.0018574118122612912,0.0026385711439186822,0.012765248943460171,0.05092300322494667,0.06432198896340056,0.030693618972766793,0.8275653489130813,0.005625246231437327,0.001241928742303283,0.0016749475217815882
"But could you guys add a swiping option?
",1,94,"[0.19555741123319006, 0.030160709399889716]",5,0.00017458754482115607,0.0003403705657901766,0.0018143533505907924,0.00023791826430175355,0.008589184991328068,0.9845223827101999,0.0009163918826369044,0.0008870143707525244,0.00039368467796962504,0.0015243675135740457,0.0005997441280351129
"If I take the time to manually capitalize letters and add apostrophes, etc, then swiftkey shouldn't try to change it.
",1,95,"[-0.13257923378320108, 0.15451079201613083]",1,0.021401417393132307,0.9616028709728206,0.010476573807140024,0.00022946275531133083,0.0015526992381646053,0.00023107642881188157,0.0009715706354711792,0.0001396178293588232,0.003199981989720915,0.00016809427039649375,2.6634679671832016e-05
"Needs improvement in Arabic language support
",1,96,"[0.039282926425856936, -0.26280382380365763]",7,2.0517316111675214e-05,6.152092566216888e-05,5.1073009822532616e-05,0.0033243947930840343,0.000634478620387655,0.0002718444880964173,0.0018745370464430236,0.9934207229893991,0.00029984173836649714,1.9005170794161686e-05,2.2063901832480518e-05
"My only wish is the ability to add words to dictionary & more keyboard options with symbols like hearts that come standard on most Samsung galaxy s3
",1,97,"[0.1689830616147576, 0.09929591033302211]",5,0.006459820539608245,0.011003224821271456,0.12455173837397691,0.003833021165738753,0.14295049080995548,0.5863304521337327,0.015418775612285732,0.00953210070502209,0.008773833093447984,0.08244177413512471,0.008704768609835989
"The only weird thing I encountered was on my RAZR while it's charging the keyboard acts very weird.
",1,98,"[-0.17813098259786928, 0.2083978798292265]",0,0.7696583297649302,0.21496453613820746,0.009198967749843155,0.0003018951336318758,0.0012720520510719462,0.0002827337695233703,0.0009384057283741788,0.00017818808265040081,0.0028753650256846067,0.00028546014116515966,4.406641491768576e-05
"Amazing app, although I wish there were more themes to choose from.
",1,99,"[0.4795778451311791, 0.06149503219043009]",10,2.9735250867278085e-05,3.741686693366761e-05,0.00011961038880035475,3.3801718316893905e-05,0.00016172458633761312,0.0011613939788101032,6.426378487641263e-05,0.00010091095133493904,3.830601184017167e-05,0.0008076388286927204,0.9974451976331898
"It doesn't allow you to use the prediction features on text fields that already have it.
",1,100,"[-0.0985814944827204, -0.20531245827599798]",3,2.827929743893283e-05,0.00012172328222740772,5.175189477638541e-05,0.9823421240098055,0.0005524635011714741,8.594359489908014e-05,0.013168444792006783,0.0018537323029662249,0.0017763166262920536,1.1331172228509219e-05,7.889526187751213e-06
"An example is when you type something on Google search app, you're abandoned to the slow typing process again.
",1,101,"[-0.19559449371927098, 0.02872280595667985]",8,0.00819527949842299,0.3155466836530252,0.005763486168292397,0.005134600857814477,0.009319449617415203,0.0009812217731376685,0.022165274099572467,0.001458141927002313,0.630956718636299,0.0003710603881427247,0.00010808338087539126
"The same happens in some contact names fields such as Gmail, GOSMS Pro, Any.do. Etc.
",1,102,"[-0.11988474216521347, -0.1412809954287158]",6,0.0004291318549751827,0.00248953397994156,0.0007593414187436442,0.17647978686254034,0.00844624718426864,0.0007923409923378266,0.6942390171092517,0.006515302242852466,0.1096624102608782,0.00012084683298080068,6.604126122952645e-05
"I was not happy with the keyboard after coming from iPhone to Android until i tried Swiftkey, HOWEVER, i have  found quite a few apps that refuse to show the predictive text...like the built in browser on my Galaxy S3 and way more Update;
",1,103,"[-0.1508190448613528, 0.21670657842799979]",0,0.8429368157824672,0.13517788824237842,0.015965320975217655,0.0002743550263920371,0.0014128080348793123,0.0003205184426753539,0.0008989568670688008,0.00017722135702453394,0.002435132419100937,0.0003527289044772515,4.825394831879003e-05
"giving up until they fix predictive text and make keyboard thy doesn't have all th keys basically touching each other.
",1,104,"[-0.14764545770655385, 0.14651599961740822]",1,0.0038329529578649225,0.9934074710065869,0.0013571924602645863,4.8941168954745144e-05,0.0002817764371755215,4.1226060615910526e-05,0.0002022327837088344,2.7613786464338693e-05,0.0007672740053812929,2.845204139762453e-05,4.8672915856588775e-06
"whenever i wanna use the sign () it always write wrong and impossible to use.
",1,105,"[-0.12356025987631007, -0.14155061521880868]",6,0.00048800748389048166,0.0028410098167113403,0.000846536505328334,0.20187388993214556,0.009013483951952497,0.0008643108630637263,0.6471989317232276,0.006965914508499812,0.12970001787509491,0.00013456708628192278,7.333025380379004e-05
"i have tried to ask if possible to add ""numbers"" on top of the keyboard like on Samsung original keyboard and they sent me to write on their blog... but no one answer, nobody care...
",1,106,"[0.007244218657087694, 0.20687366951246652]",2,1.6079840442542474e-05,1.6229674602001437e-05,0.999945343513107,5.327832425779522e-07,8.863943878253232e-06,2.6979781853443034e-06,2.186440374877016e-06,5.852054806687502e-07,2.8451998394783418e-06,4.3648105870559665e-06,2.706102599775672e-07
"I'm using the trial keyboard, but can't miss the sale off :), buy it and waiting for Vietnamese language...
",1,107,"[-0.009347171280068275, -0.031737741081191304]",4,0.00029650061219112104,0.0017626601070408054,0.0015858477481466109,0.0015224140507670244,0.9259332041281686,0.001668148840768666,0.056813877782930296,0.0018473811128122033,0.008375547722194886,0.00014229767373605934,5.2120221243523904e-05
"I would really like to see more customization like more keyboard clolors and maybe some emoj that's different from iPhone.
",1,108,"[0.29873002956239614, 0.17476732589403796]",9,0.002093669906099626,0.002383327457288686,0.016915426186496624,0.0009984198192335594,0.010221046824851641,0.060723075986063926,0.002623395893598504,0.002355892191093623,0.0017565618389104945,0.8760226249329649,0.023906558963398477
"This keyboard is good but it really needs more theme.
",1,109,"[0.3115146965653389, 0.3793355431378309]",9,0.0022606838485350173,0.001616946685977403,0.009238899637368254,0.000450811980888894,0.002583359885212739,0.005129638869669328,0.000997528680309339,0.0007385312849116399,0.000883362263204642,0.9708243752732456,0.005275861590676964
"Just at least one of all the major colors. ESPECIALLY RED!
",1,110,"[0.2257051215373728, -0.07795364829244437]",5,0.00017476158666628768,0.00036878644354331873,0.0009727067041561502,0.0006865957031387882,0.008888819151095316,0.9783806234748762,0.001976569615252723,0.005643803159116106,0.0006357791842687319,0.0008562043709494329,0.00141535060693689
"Please made available for moving app to rom for faster keyboard entries
",1,111,"[0.015920218639773175, 0.19590975549323467]",2,2.722240024067553e-07,3.239186544099638e-07,0.9999988481146725,1.2263030551741509e-08,2.3551522627837407e-07,6.975993439628775e-08,5.226722344475789e-08,1.399349235073567e-08,6.444588326438722e-08,1.0116507745330768e-07,6.332802919716023e-09
"It always adds spaces after full stops, and adds unwanted words after commas, I wish I hadn't paid for this before I knew there was a free version
",1,112,"[-0.1065531499006906, -0.1185722168979666]",6,0.0001444651501829947,0.0009249504369477397,0.0002821284687536921,0.0197003252856077,0.003933044590668084,0.0002749128062777932,0.9200235663803749,0.0017942499449019951,0.05286193854864623,4.003371056906129e-05,2.038467706989845e-05
"Have turned off as does not support pen entered text on Samsung note 2.
",1,113,"[-0.1578964331092351, -0.0650685332211356]",8,1.3253817644155988e-05,0.00013667653622428144,1.8382909554869042e-05,0.00019048850880501114,0.00010984831154382085,8.524555914172827e-06,0.001496559551672209,2.623338898645192e-05,0.9979973669751401,1.8985373489127238e-06,7.669071660693664e-07
"Have turned off as note ii does not work properly.
",1,114,"[-0.1914821966836463, 0.004796237179420203]",8,0.0022348080577657362,0.05467043197808715,0.0018916528653532601,0.0029358175948867894,0.004206179034987002,0.00041138568790170994,0.01351661810119938,0.000714451657160063,0.9192372338720489,0.00013785267223652938,4.3568478373279906e-05
"If you are not going to fix it then make it assignable to applications so it can be ignored for apps where it doesn't work.
",1,115,"[-0.11225207131437084, -0.07840424692846384]",6,0.0003249440507864601,0.002735509187898745,0.0006403621646794314,0.008880813673202063,0.008122532561021618,0.0004222833282470721,0.5064301360498407,0.001562438437335264,0.4707805780798694,7.014401367323488e-05,3.0258453446072002e-05
"I want more color fonts
",1,116,"[0.32914183428232363, -0.022882982932135216]",5,0.0012179179158987555,0.001980875567134173,0.006495402058748445,0.002372980595069524,0.01916593567954028,0.8448751618705432,0.005504528214061063,0.01106035317931596,0.002514732202683644,0.016183559756658427,0.08862855296034645
"Why is there no Tab key?
",1,117,"[0.03690439726043165, 0.10369665118540904]",2,0.009674489580597481,0.029123598847631105,0.6512691625354471,0.0027685375490456394,0.23799443787938357,0.02463863373691364,0.01773802185383176,0.0038753974458620934,0.01450924515679385,0.00748908107816626,0.0009193943363274776
"But when I have to put numbers into a password or messaging someone and using numbers the numbers come out jumbled, please look into this, sent from my gs3
",1,118,"[-0.15338285964364445, -0.08964346877388804]",8,0.00022775215055078238,0.0019003366893209223,0.00033260278491858167,0.008112814388571178,0.002365326769794313,0.00019573309599006102,0.05560813494614893,0.000777571097034028,0.9304225023449034,3.9662151403149804e-05,1.7563581364631557e-05
